Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
55.4,0.0083,0.0063,0.0165
55.42,0.039,0.0168,0.0411
55.44,0.0379,-0.0732,-0.0125
55.46,-0.033,-0.0182,-0.002
55.48,-0.027,0.005,0.0053
55.5,0.0122,-0.0227,0.0439
55.52,0.0056,-0.077,0.0083
55.54,0.0115,-0.0469,0.0106
55.56,0.0274,-0.0141,0.038
55.58,0.0315,-0.0328,0.0703
55.6,-0.022,0.0292,0.0333
55.62,-0.0644,-0.0893,0.0085
55.64,0.0421,-0.0245,0.0041
55.66,0.0305,0.0245,0.0596
55.68,-0.0137,0.003,0.0255
55.7,-0.0069,-0.0379,0.0183
55.72,0.0172,-0.0095,0.0376
55.74,-0.0085,-0.057,-0.0442
55.76,0.0363,-0.0108,-0.0045
55.78,-0.0202,0.0248,-0.0086
55.8,0.0285,-0.0207,0.0297
55.82,0.004,-0.0429,0.0434
55.84,-0.0029,-0.067,0.0017
55.86,0.0071,-0.0209,0.0387
55.88,-0.015,-0.0635,0.015
55.9,0.0476,-0.0564,-0.0048
55.92,0.0279,0.0443,0.0067
55.94,-0.0433,-0.0259,0.0195
55.96,-0.0502,-0.0065,-0.0065
55.98,0.0178,-0.0474,0.0311
56.0,0.0472,-0.0303,-0.0042
56.02,0.0177,-0.0541,0.0217
56.04,0.0479,-0.0467,0.0592
56.06,-0.051,-0.0353,0.0293
56.08,-0.0223,-0.0184,-0.0149
56.1,0.0012,-0.0367,0.043
56.12,0.0652,-0.0023,-0.0365
56.14,0.0593,0.0025,0.023
56.16,0.0104,-0.0417,-0.0208
56.18,0.0588,-0.015,0.0365
56.2,0.0026,-0.0025,0.0242
56.22,0.0176,-0.0235,0.0319
56.24,0.021,-0.0208,0.0558
56.26,-0.0218,-0.0609,0.0146
56.28,0.001,0.0368,-0.0302
56.3,0.0387,-0.0171,0.0089
56.32,0.0392,-0.0381,-0.0281
56.34,0.0387,-0.0068,0.0127
56.36,-0.0294,-0.0346,-0.0021
56.38,0.0086,-0.0231,0.0262
56.4,-0.057,-0.0162,0.0396
56.42,-0.0284,0.0036,-0.0211
56.44,0.0459,-0.0246,0.005
56.46,0.0097,-0.0172,-0.004
56.48,0.0254,-0.0286,0.0573
56.5,0.0241,-0.0167,-0.0197
56.52,0.0115,-0.013,0.0306
56.54,0.017,-0.0434,0.0187
56.56,-0.036,-0.0465,0.02
56.58,0.0261,-0.042,0.0365
56.6,0.0007,-0.0366,0.0283
56.62,0.0217,0.0321,0.0683
56.64,0.0434,0.0112,0.0009
56.66,0.0264,0.0064,0.0679
56.68,-0.0129,0.0045,0.0037
56.7,0.038,0.0019,0.0053
56.72,0.0246,-0.0444,-0.0615
56.74,-0.0064,0.0244,0.0032
56.76,0.0705,0.0066,0.0049
56.78,0.0626,-0.0336,-0.0358
56.8,-0.0142,0.0123,0.0317
56.82,0.0564,-0.0384,0.0766
56.84,-0.0124,-0.0309,-0.0022
56.86,0.0406,-0.0353,-0.0234
56.88,-0.01,0.0488,0.0514
56.9,0.0452,-0.015,0.0365
56.92,0.0389,-0.0082,0.0513
56.94,0.0077,-0.0371,0.0539
56.96,-0.006,-0.0858,0.0369
56.98,0.053,-0.0153,0.0105
57.0,-0.0471,0.0248,0.0781
57.02,-0.0227,-0.0194,0.0494
57.04,0.0272,0.0145,0.0702
57.06,0.0379,-0.0178,0.0808
57.08,0.0038,-0.0217,0.0432
57.1,-0.0013,-0.0348,0.0191
57.12,0.031,-0.0249,0.0219
57.14,0.0254,0.0314,0.006
57.16,0.0529,-0.0275,0.0573
57.18,-0.0065,-0.02,0.0071
57.2,0.0224,-0.077,0.0093
57.22,-0.0346,-0.0394,0.0165
57.24,-0.0397,-0.0522,-0.0072
57.26,0.0026,-0.0207,0.0596
57.28,-0.0169,-0.0126,-0.0156
57.3,0.0335,-0.0633,-0.0206
57.32,0.0053,-0.0096,0.0503
57.34,-0.0241,-0.0244,-0.0464
57.36,0.0086,-0.0287,-0.0168
57.38,-0.0228,0.0039,0.0226
57.4,-0.0453,-0.0312,0.0434
57.42,0.031,-0.0386,-0.0047
57.44,0.0304,-0.0412,0.0011
57.46,-0.0289,0.0459,0.0123
57.48,0.0707,0.0412,-0.0075
57.5,-0.0289,0.0092,0.0295
57.52,-0.0195,0.0218,0.0023
57.54,0.0243,-0.0181,-0.0229
57.56,-0.0013,-0.0329,0.0373
57.58,0.0066,0.0121,0.0385
57.6,0.0012,0.0408,0.0043
57.62,-0.0058,-0.014,0.0157
57.64,-0.0846,-0.0127,0.0122
57.66,0.0292,0.0151,-0.0321
57.68,-0.0036,-0.0495,0.0304
57.7,0.0233,-0.0629,-0.0012
57.72,0.0324,-0.0073,-0.0243
57.74,0.0105,-0.0448,0.0027
57.76,0.0168,-0.0863,0.018
57.78,0.009,-0.0681,-0.0203
57.8,0.026,-0.0453,0.0414
57.82,-0.0041,-0.055,0.0478
57.84,-0.0313,-0.0388,0.0777
57.86,-0.0146,-0.0891,-0.0182
57.88,0.003,-0.0263,0.0975
57.9,0.016,-0.0737,0.0291
57.92,-0.0087,-0.0165,-0.0147
57.94,-0.0342,-0.0029,0.0499
57.96,0.045,-0.0158,0.0092
57.98,0.0377,-0.0243,0.0164
58.0,0.0143,-0.0105,0.01
58.02,-0.0099,-0.0677,0.0406
58.04,-0.0064,-0.0301,0.0085
58.06,-0.0121,0.0102,0.0166
58.08,0.0317,0.0003,0.0146
58.1,-0.0078,-0.0662,0.034
58.12,-0.0366,0.0209,0.0054
58.14,0.0307,-0.0279,0.0265
58.16,-0.0026,-0.0082,0.01
58.18,0.025,-0.0311,0.0654
58.2,0.0021,-0.0202,0.027
58.22,-0.0159,-0.0148,-0.0194
58.24,0.0454,-0.0214,-0.0402
58.26,-0.0418,-0.059,0.0406
58.28,-0.0406,-0.0486,-0.0077
58.3,-0.0376,-0.0397,0.0201
58.32,-0.0007,0.0481,-0.0495
58.34,-0.0231,-0.0275,-0.0292
58.36,0.0056,-0.0618,-0.0042
58.38,-0.019,-0.0262,0.0041
58.4,-0.038,-0.0172,0.0194
58.42,-0.0053,0.0107,0.0647
58.44,-0.0149,-0.0047,0.0033
58.46,0.0186,-0.0217,0.0107
58.48,-0.009,0.0162,0.0315
58.5,0.0555,-0.0112,-0.0183
58.52,0.072,-0.0343,-0.0499
58.54,0.0237,-0.0586,-0.0208
58.56,0.0476,-0.0259,-0.0084
58.58,-0.0007,0.0149,0.0597
58.6,-0.0419,0.0055,-0.0251
58.62,-0.0433,0.0056,0.036
58.64,0.0295,-0.0146,0.0256
58.66,-0.0531,-0.0709,0.0329
58.68,-0.0212,-0.0466,0.0715
58.7,-0.0694,-0.0499,-0.0191
58.72,0.0253,-0.0164,0.0773
58.74,0.0595,-0.0123,-0.0042
58.76,-0.0542,-0.0573,-0.0054
58.78,-0.0117,-0.0821,-0.0178
58.8,0.0094,0.0265,0.0438
58.82,0.0022,-0.0023,0.0259
58.84,-0.0284,0.0109,0.0123
58.86,0.0045,-0.0273,0.0049
58.88,-0.0286,0.0163,0.0899
58.9,0.038,0.0003,0.0242
58.92,0.0441,-0.0557,0.0127
58.94,-0.0029,-0.0123,0.0002
58.96,-0.011,-0.0343,0.0005
58.98,-0.0062,-0.0536,0.0093
59.0,-0.0145,-0.0535,0.0527
59.02,0.0168,0.0043,0.0509
59.04,0.0098,-0.0335,-0.0392
59.06,-0.0007,0.0117,-0.0014
59.08,0.0429,-0.039,0.055
59.1,0.0222,-0.0697,-0.0307
59.12,-0.0039,-0.037,0.0042
59.14,0.0511,-0.0028,0.0418
59.16,0.0087,-0.014,0.059
59.18,-0.0041,-0.0641,0.0412
59.2,0.0123,-0.0717,-0.0245
59.22,-0.021,-0.0527,0.007
59.24,0.0013,-0.0353,0.0088
59.26,0.0469,-0.0519,0.0192
59.28,0.0185,0.0198,0.027
59.3,-0.0076,0.0237,0.0073
59.32,0.0285,0.0206,0.0129
59.34,0.0435,-0.006,-0.083
59.36,0.0189,0.0092,-0.0263
59.38,0.0392,-0.0687,-0.0352
59.4,0.0466,-0.0515,0.0324
59.42,0.0409,0.0027,0.0225
59.44,-0.0058,0.0122,-0.0037
59.46,-0.0261,-0.0438,0.03
59.48,0.0287,-0.0211,0.0189
59.5,0.0635,0.0228,0.0238
59.52,0.0106,0.0226,-0.0416
59.54,0.0507,-0.0051,-0.034
59.56,0.0208,-0.0153,0.0023
59.58,-0.0159,-0.0377,0.0305
59.6,-0.0005,-0.0559,-0.0172
59.62,0.0356,-0.0335,0.01
59.64,0.0352,-0.038,0.0943
59.66,0.0,0.013,0.0318
59.68,0.0026,0.007,0.0774
59.7,0.0206,0.0143,-0.0132
59.72,-0.035,-0.0036,0.0136
59.74,0.0332,0.0115,0.0267
59.76,0.0734,-0.043,-0.0065
59.78,-0.0161,-0.0136,0.0422
59.8,-0.0517,-0.0233,-0.014
59.82,-0.022,0.0234,-0.0215
59.84,-0.0021,-0.0176,0.032
59.86,0.003,0.0114,-0.0247
59.88,0.1028,-0.0911,-0.0037
59.9,0.0517,-0.0063,0.0127
59.92,0.007,-0.0418,-0.008
59.94,0.0447,0.0492,0.0705
59.96,0.0004,-0.039,-0.0073
59.98,-0.0765,-0.025,-0.021
60.0,-0.9347,0.5885,-2.0467
60.02,-0.5256,0.9561,-1.4952
60.04,-0.3323,1.1811,-2.5606
60.06,-0.4763,1.4639,-2.9004
60.08,0.5002,1.4405,-2.122
60.1,0.3413,0.8615,-1.3272
60.12,1.2131,1.0083,-1.2046
60.14,1.2503,0.7943,-0.5802
60.16,1.9368,0.9233,1.2424
60.18,2.1536,0.4991,2.5809
60.2,1.7242,0.4412,2.8011
60.22,1.7755,0.323,3.4255
60.24,2.2795,-0.0414,3.701
60.26,1.0313,-0.2683,3.6166
60.28,0.6551,-0.0079,3.155
60.3,0.0686,-0.0565,1.8218
60.32,-0.7004,-0.8428,1.7969
60.34,-0.3278,-0.6515,0.9629
60.36,-0.5655,-1.2311,-0.0656
60.38,-1.4125,-1.3651,-0.6856
60.4,-1.1933,-1.4275,-1.1765
60.42,-0.5579,-0.9098,-0.8774
60.44,-0.7012,-0.9912,-1.5394
60.46,-1.4273,-0.7821,-2.1296
60.48,-0.8962,-0.2253,-2.0671
60.5,-1.2246,0.0578,-2.3333
60.52,-1.2564,0.5868,-2.1556
60.54,-1.1018,1.1295,-2.133
60.56,-0.8178,1.1593,-2.2023
60.58,-0.4316,1.0952,-1.7749
60.6,-0.0856,0.8144,-1.8941
60.62,-0.3059,1.3419,-1.4818
60.64,0.9129,0.9914,-0.8849
60.66,1.3324,0.7739,-1.1149
60.68,1.7089,0.6366,-0.2776
60.7,2.2336,0.1709,1.2833
60.72,1.514,-0.2227,1.461
60.74,1.9358,0.1134,3.0117
60.76,1.4698,0.403,3.359
60.78,1.1655,0.113,3.2051
60.8,0.3827,-0.0643,3.282
60.82,0.1818,-0.5302,3.3118
60.84,-0.0757,-0.6009,2.3841
60.86,-1.0906,-1.0401,1.4539
60.88,-0.8206,-0.9716,0.3208
60.9,-0.6487,-1.2497,0.0274
60.92,-1.13,-0.8376,-1.8086
60.94,-1.187,-1.1446,-1.7437
60.96,-1.5607,-1.6256,-2.4697
60.98,-1.0015,-1.4912,-1.5145
61.0,-1.0146,-0.827,-2.2004
61.02,-1.4126,-0.5651,-2.0866
61.04,-0.9443,0.3372,-2.089
61.06,-1.2404,0.6641,-2.057
61.08,-1.0515,0.5727,-2.0297
61.1,-0.6531,0.6794,-1.7813
61.12,-0.3906,1.4863,-1.7801
61.14,-0.0327,1.1382,-2.5119
61.16,0.9769,1.2595,-1.4671
61.18,1.3968,0.7773,-0.7387
61.2,1.9891,0.2399,0.4425
61.22,1.9965,0.3789,1.3953
61.24,2.0046,-0.029,2.4407
61.26,1.5569,-0.0878,2.9219
61.28,1.2217,0.2266,3.2104
61.3,1.432,0.4051,3.6219
61.32,0.7,0.4141,3.5847
61.34,-0.1154,-0.3837,3.0498
61.36,-0.1316,-0.4854,1.7057
61.38,-0.7285,-0.4286,1.1433
61.4,-0.9203,-0.9637,1.3565
61.42,-1.0518,-1.1064,-0.0763
61.44,-1.5272,-0.9494,-1.4586
61.46,-1.2713,-1.1693,-1.7382
61.48,-1.3751,-1.3577,-1.709
61.5,-1.3223,-1.6622,-2.5818
61.52,-1.4411,-0.4981,-1.884
61.54,-1.3368,-0.3332,-2.2351
61.56,-1.4118,0.0103,-1.9005
61.58,-0.8746,0.0308,-1.9383
61.6,-0.6723,1.0783,-2.1179
61.62,-0.68,1.0887,-1.815
61.64,-0.4948,1.3143,-1.5566
61.66,0.3378,1.7702,-1.8014
61.68,0.6662,0.7645,-1.4495
61.7,0.9613,0.7909,-0.0304
61.72,1.821,1.4947,0.1785
61.74,2.0246,0.4053,1.3547
61.76,2.0232,0.31,1.3483
61.78,2.4049,0.1849,2.9442
61.8,1.6418,-0.1448,3.5395
61.82,0.7599,0.0285,3.5271
61.84,1.2006,-0.1364,3.8296
61.86,0.3179,0.1618,3.3006
61.88,0.2259,-1.1219,2.7071
61.9,-0.681,-0.7369,1.9019
61.92,-1.0712,-0.9305,0.7628
61.94,-1.336,-0.9035,-0.0533
61.96,-0.8819,-1.1209,-0.9113
61.98,-1.4913,-1.2551,-1.4294
62.0,-1.0346,-1.1421,-1.1572
62.02,-1.1763,-1.4181,-1.8785
62.04,-1.2827,-1.3614,-1.1301
62.06,-0.8603,-0.2996,-2.0902
62.08,-0.658,-0.0005,-2.5778
62.1,-0.9022,0.4745,-1.9466
62.12,-0.4278,0.6443,-2.3756
62.14,-0.9212,1.1696,-2.3604
62.16,-0.461,1.4417,-1.5863
62.18,-0.0937,1.0623,-2.4155
62.2,0.3191,1.054,-1.4415
62.22,0.9313,1.0983,-0.469
62.24,1.3456,0.2514,-0.113
62.26,2.1892,1.0256,0.4315
62.28,2.268,0.5199,2.1664
62.3,1.8319,-0.115,3.0549
62.32,1.9106,0.1247,3.087
62.34,1.6849,0.0289,3.4185
62.36,0.9053,-0.0561,3.7771
62.38,0.6192,-0.4238,3.5091
62.4,-0.0223,-0.5403,2.3664
62.42,-0.991,-0.4618,2.0173
62.44,-0.2218,-0.7119,0.9809
62.46,-1.3765,-0.6582,-0.3123
62.48,-1.3929,-0.8896,-1.3962
62.5,-1.4411,-1.5058,-0.9713
62.52,-1.614,-1.5771,-2.0354
62.54,-1.3554,-1.2911,-2.0286
62.56,-0.8448,-1.228,-2.0852
62.58,-1.2661,-0.6036,-2.2371
62.6,-0.6811,-0.3817,-2.1418
62.62,-0.9423,0.1779,-2.1005
62.64,-0.9704,0.5451,-2.0689
62.66,-0.5099,0.7596,-1.5217
62.68,-0.8459,1.0427,-2.09
62.7,0.1819,1.6845,-2.1203
62.72,0.3558,1.4816,-1.7882
62.74,0.7707,1.5387,-0.9163
62.76,1.4103,0.6788,-0.8003
62.78,1.5832,0.9289,0.1232
62.8,1.7067,0.434,1.3376
62.82,1.9646,0.1326,2.2995
62.84,2.0008,0.3478,2.8268
62.86,1.2424,0.6032,3.7298
62.88,1.224,-0.1911,3.4981
62.9,0.9052,0.2386,4.5097
62.92,-0.0583,-0.1976,3.0101
62.94,-0.6266,0.1142,2.5012
62.96,-0.4548,-0.8403,1.5651
62.98,-1.5286,-1.0387,0.4272
63.0,-1.0159,-0.7257,-0.5627
63.02,-1.0576,-0.581,-1.2301
63.04,-1.0517,-1.7269,-1.4877
63.06,-0.9785,-1.0377,-0.8952
63.08,-0.8896,-1.138,-2.2918
63.1,-0.9835,-0.5425,-2.3513
63.12,-1.1437,-0.5575,-2.0662
63.14,-0.7461,0.0079,-1.8397
63.16,-1.0642,0.0768,-2.2143
63.18,-0.7674,0.8532,-1.8157
63.2,-0.1721,1.2466,-2.083
63.22,-0.1798,1.2614,-2.3787
63.24,-0.2392,1.9138,-1.6834
63.26,0.7892,1.1494,-1.7115
63.28,1.6805,1.1233,-0.7489
63.3,1.2282,0.6333,0.6992
63.32,1.958,0.6941,0.8533
63.34,2.4093,0.441,1.7749
63.36,1.8629,0.311,2.7227
63.38,2.0182,-0.3831,3.1554
63.4,1.2469,0.1705,3.6745
63.42,0.6259,-0.6173,3.5768
63.44,-0.1669,-0.4099,3.3665
63.46,-0.2108,0.1502,2.6536
63.48,-0.9583,-0.3212,1.7166
63.5,-1.2219,-0.6232,0.5591
63.52,-1.348,-1.0264,0.2209
63.54,-1.244,-1.213,-0.8045
63.56,-1.6589,-0.9582,-1.6373
63.58,-0.7775,-1.3784,-1.275
63.6,-0.9604,-1.2649,-1.3912
63.62,-1.3818,-1.0324,-2.0157
63.64,-0.7318,-0.6839,-2.097
63.66,-1.3486,-0.086,-1.505
63.68,-0.8839,0.1179,-1.887
63.7,-0.5444,0.7208,-2.1524
63.72,-0.7151,0.9634,-1.8765
63.74,0.0271,1.5485,-2.0469
63.76,0.1136,0.9962,-2.0357
63.78,0.4864,1.2217,-1.9187
63.8,0.6373,1.1339,-0.9539
63.82,1.6734,0.6129,-0.4355
63.84,1.9865,0.567,0.5152
63.86,1.7882,0.1992,1.7127
63.88,2.0281,0.0603,2.7831
63.9,1.834,0.5401,3.6201
63.92,1.5352,0.0894,3.2671
63.94,1.0341,0.1413,4.1868
63.96,0.5438,-0.3147,3.7388
63.98,-0.0484,-0.528,3.0222
64.0,-0.83,-0.1639,1.9624
64.02,-1.2639,-0.7378,1.0851
64.04,-1.3839,-1.0236,-0.0055
64.06,-1.6442,-1.2229,-1.2029
64.08,-1.5672,-1.5099,-0.9234
64.1,-0.9958,-1.8154,-1.2984
64.12,-0.8581,-1.1818,-1.8723
64.14,-0.9433,-1.2548,-2.0827
64.16,-0.8562,-0.9119,-1.94
64.18,-0.7673,-0.2746,-1.9993
64.2,-1.0568,0.0164,-2.2155
64.22,-1.0043,0.8079,-1.8676
64.24,-0.8358,0.9825,-2.285
64.26,-0.4647,1.1352,-1.6999
64.28,-0.0345,0.7633,-2.4442
64.3,0.7243,1.0998,-1.762
64.32,0.5455,1.6896,-0.6843
64.34,0.8069,0.5367,0.3254
64.36,2.0101,0.6462,0.5852
64.38,1.9547,0.3801,1.5747
64.4,2.0054,-0.025,1.8167
64.42,1.3537,-0.0551,3.3065
64.44,1.8891,0.2691,3.0445
64.46,1.3567,0.155,3.585
64.48,0.6173,-0.0039,3.6711
64.5,0.1487,-0.128,2.8318
64.52,-0.3994,-0.4055,1.9472
64.54,-1.1539,-0.5521,1.0907
64.56,-0.7525,-0.726,0.0217
64.58,-1.0683,-1.1038,-0.6424
64.6,-1.0695,-1.3608,-1.2769
64.62,-1.237,-1.4518,-1.5702
64.64,-1.2826,-1.3125,-1.4976
64.66,-1.3377,-1.2951,-1.3272
64.68,-1.4025,-0.8372,-1.9441
64.7,-1.207,-0.7068,-2.5292
64.72,-0.6909,0.0706,-1.5868
64.74,-0.8538,0.5326,-1.5203
64.76,-1.0812,0.7112,-2.0458
64.78,-0.5362,0.8398,-1.8345
64.8,-0.1024,1.0109,-2.0363
64.82,0.8019,1.1395,-1.9045
64.84,0.3407,0.855,-1.7267
64.86,1.212,0.7137,-0.8213
64.88,1.4243,0.9154,-0.2627
64.9,2.5688,0.6991,1.1243
64.92,2.4632,0.5521,1.8722
64.94,2.2505,0.21,2.6537
64.96,1.7864,0.293,3.5551
64.98,1.5466,-0.0055,3.5197
65.0,0.6677,-0.2678,3.4348
65.02,0.4069,-0.0824,3.1032
65.04,0.1805,0.0286,2.2541
65.06,-0.7439,-0.7077,1.3202
65.08,-1.2534,-1.0156,1.1442
65.1,-1.2681,-1.0862,-0.6904
65.12,-1.6606,-1.0807,-0.983
65.14,-0.943,-1.7966,-1.4157
65.16,-1.0303,-1.1348,-1.696
65.18,-0.9281,-1.2939,-1.4464
65.2,-0.907,-0.8586,-1.853
65.22,-0.7918,-0.7144,-1.8188
65.24,-1.2811,0.1819,-2.3682
65.26,-0.4496,-0.07,-1.0749
65.28,-0.8143,1.0356,-1.9567
65.3,-0.509,1.0311,-1.6388
65.32,-0.1409,1.3116,-2.6063
65.34,0.2798,1.5529,-1.6855
65.36,0.6661,1.2739,-1.025
65.38,0.8897,0.8841,-0.706
65.4,1.3787,1.2843,-0.4522
65.42,1.8153,1.0387,1.0968
65.44,2.0478,0.8784,1.5426
65.46,2.167,0.6464,1.7397
65.48,1.7953,0.3484,3.1737
65.5,1.4883,0.2922,3.5949
65.52,0.9286,0.2322,2.8726
65.54,0.5111,-0.2787,2.8751
65.56,-0.0555,-0.7216,2.8879
65.58,-0.7828,-0.0268,1.8021
65.6,-0.7545,-0.0512,0.2895
65.62,-0.9179,-1.0471,-0.2076
65.64,-1.1055,-1.0518,-0.4904
65.66,-1.5871,-1.0727,-1.7378
65.68,-1.1869,-1.4328,-1.5678
65.7,-1.22,-1.0956,-2.2572
65.72,-1.0902,-1.4254,-1.8875
65.74,-1.0216,-0.8687,-1.7265
65.76,-0.7832,0.1618,-2.3561
65.78,-0.8351,0.2176,-1.5503
65.8,-0.887,0.6162,-1.471
65.82,-0.3762,0.7716,-2.1358
65.84,-0.1433,1.433,-1.9853
65.86,-0.1128,0.818,-1.8124
65.88,0.435,0.9658,-1.7259
65.9,0.7403,0.9911,-0.7663
65.92,1.7396,0.9562,-0.5709
65.94,2.3597,0.912,1.0137
65.96,2.1687,0.1459,1.9561
65.98,2.0397,0.4875,2.5978
66.0,1.7605,0.3517,2.5373
66.02,1.6856,0.0975,3.5818
66.04,1.4597,0.225,3.7209
66.06,0.5856,-0.0518,3.1835
66.08,0.3137,0.1429,2.9799
66.1,-0.5312,-0.4634,2.2132
66.12,-1.1443,-0.4574,1.2625
66.14,-1.1738,-0.8355,0.1932
66.16,-1.4953,-1.5336,-0.084
66.18,-1.6831,-1.2598,-0.9904
66.2,-1.1025,-1.307,-0.9804
66.22,-0.9092,-1.1909,-1.2625
66.24,-1.4755,-1.8632,-2.1312
66.26,-1.2587,-1.0102,-2.099
66.28,-1.2724,-0.3908,-1.4496
66.3,-0.8547,0.0307,-2.2575
66.32,-1.1104,0.6375,-1.9114
66.34,-0.6557,0.9169,-1.917
66.36,-0.5216,1.2472,-2.8675
66.38,-0.6189,0.9952,-2.7076
66.4,0.6541,1.0615,-2.4063
66.42,0.098,1.0999,-2.1585
66.44,1.3286,1.0683,-1.0433
66.46,1.4032,0.7029,0.097
66.48,2.1264,0.119,1.4381
66.5,1.7783,0.5732,1.4089
66.52,2.1577,-0.2991,2.7885
66.54,1.8704,0.32,3.3274
66.56,0.7635,0.2563,3.3601
66.58,0.5261,0.0363,3.5313
66.6,0.3457,0.1242,3.1034
66.62,-0.0036,0.1895,2.6737
66.64,-0.4861,-0.4562,1.9978
66.66,-1.2167,-0.5502,0.7626
66.68,-1.011,-0.9735,0.5966
66.7,-1.5542,-1.0322,-0.9497
66.72,-0.9423,-1.6883,-0.7635
66.74,-1.0946,-1.4679,-2.0353
66.76,-0.9346,-1.1231,-1.6636
66.78,-0.6223,-0.6869,-1.5226
66.8,-1.231,-0.5923,-1.434
66.82,-1.0182,-0.3917,-1.9079
66.84,-1.0212,0.6276,-1.9246
66.86,-0.7199,0.6258,-1.8014
66.88,-0.964,0.9962,-1.7355
66.9,-0.1723,1.3327,-1.7169
66.92,-0.4093,0.9645,-1.7145
66.94,0.4535,1.4244,-1.0321
66.96,1.4188,1.0599,-1.26
66.98,0.9671,0.8427,-0.9491
67.0,2.0648,0.7939,0.3982
67.02,1.9222,0.6211,1.8888
67.04,1.9777,-0.1166,2.6012
67.06,1.7648,0.2889,2.9573
67.08,1.5221,0.1877,3.1997
67.1,1.3502,0.6181,3.4469
67.12,0.4714,0.0117,3.8348
67.14,0.4533,-0.2665,2.6035
67.16,-0.1262,0.1693,2.3212
67.18,-0.6581,-0.1375,0.7466
67.2,-1.1902,-0.9185,0.1863
67.22,-1.0941,-0.9962,-0.1006
67.24,-0.9891,-1.7733,-1.5542
67.26,-0.9682,-1.5875,-1.0312
67.28,-1.1684,-1.1237,-1.7352
67.3,-1.1552,-1.3009,-1.1865
67.32,-1.4095,-0.519,-1.2162
67.34,-1.3297,0.1273,-2.3201
67.36,-1.4284,-0.0494,-1.9745
67.38,-0.73,0.4047,-2.1327
67.4,-1.0182,1.2996,-2.3155
67.42,-0.509,0.9471,-2.2877
67.44,-0.2093,1.2385,-1.765
67.46,-0.4401,1.0033,-1.9748
67.48,1.0696,0.8481,-1.7591
67.5,1.3507,0.9543,-0.4274
67.52,1.6314,0.7864,0.7166
67.54,2.2339,0.601,1.0317
67.56,2.6973,0.5917,2.0455
67.58,1.9297,0.5628,2.5992
67.6,1.9857,0.4045,3.7588
67.62,1.1543,0.1029,3.754
67.64,0.7532,-0.4071,3.0692
67.66,0.2605,0.1378,2.5321
67.68,-0.2571,-0.0178,2.4079
67.7,-1.443,-0.6067,1.344
67.72,-1.2399,-0.696,0.668
67.74,-1.5604,-0.7623,0.1685
67.76,-1.1091,-1.2846,-1.103
67.78,-1.1765,-1.4601,-1.3198
67.8,-1.514,-1.3432,-1.6182
67.82,-1.272,-0.716,-1.5665
67.84,-0.9673,-0.5727,-1.2534
67.86,-0.8149,-0.4945,-1.5836
67.88,-1.2717,-0.0539,-1.9772
67.9,-1.0773,0.4112,-2.2856
67.92,-0.8733,0.8504,-1.8465
67.94,-0.5172,1.2078,-1.3578
67.96,-0.5067,1.2699,-2.0238
67.98,0.007,1.1151,-2.5317
68.0,0.5394,0.984,-1.6017
68.02,1.281,1.2453,-0.6817
68.04,1.5628,0.5176,-0.3962
68.06,1.9869,0.3375,0.6035
68.08,1.6945,0.4767,1.6514
68.1,1.8043,0.3976,2.3236
68.12,2.0005,-0.0111,3.2054
68.14,1.3595,0.0468,3.6604
68.16,1.0454,0.2103,3.1912
68.18,0.8058,-0.1287,3.3753
68.2,-0.0048,-0.1295,2.125
68.22,-0.4212,-0.1227,1.1468
68.24,-1.11,-0.3859,1.1923
68.26,-1.275,-0.9984,-0.0326
68.28,-1.0044,-1.0807,-1.1748
68.3,-1.3895,-1.686,-1.6198
68.32,-1.433,-1.5125,-1.1153
68.34,-0.7779,-0.9683,-1.2642
68.36,-1.1646,-0.6559,-2.1063
68.38,-1.3095,-0.5185,-1.7022
68.4,-1.1015,0.0725,-2.2238
68.42,-1.0929,0.3302,-1.8704
68.44,-0.9809,0.5705,-2.7336
68.46,-0.8923,1.2641,-2.2403
68.48,-0.1124,1.1488,-2.2885
68.5,-0.2433,1.3443,-2.4656
68.52,0.3047,1.2701,-2.5422
68.54,0.7522,1.0015,-1.8742
68.56,1.3632,0.279,-0.7034
68.58,1.9081,1.0801,0.986
68.6,2.0763,0.3037,1.7502
68.62,1.6534,0.0987,1.8849
68.64,1.7354,-0.0079,2.9635
68.66,1.4059,-0.089,3.4049
68.68,0.9435,0.48,3.7767
68.7,0.592,0.0793,3.0343
68.72,0.2014,-0.3125,2.9441
68.74,-0.0281,-0.6418,2.2198
68.76,-0.6736,-0.0768,0.5648
68.78,-1.4908,-0.6116,0.7027
68.8,-1.3735,-1.4545,-0.7199
68.82,-1.0622,-1.7562,-0.2893
68.84,-1.3446,-1.5668,-1.5724
68.86,-1.2852,-1.144,-1.5246
68.88,-1.2522,-1.1998,-2.2712
68.9,-0.9688,-0.573,-1.5932
68.92,-0.8335,-0.6117,-1.4077
68.94,-1.1664,0.8887,-1.7388
68.96,-1.4117,0.7332,-2.2127
68.98,-0.9673,0.8575,-2.7173
69.0,-0.3701,1.5082,-1.8373
69.02,0.1895,1.3111,-1.798
69.04,-0.0314,1.2795,-1.9879
69.06,0.3256,1.2103,-1.6208
69.08,1.2661,1.0057,-0.9098
69.1,1.3414,0.8351,-0.5731
69.12,2.2102,0.6237,1.4661
69.14,2.1551,0.1007,1.97
69.16,2.3844,0.6345,3.3656
